type,entry_time,entry_price,exit_time,exit_price,pnl,profitable,smma_gap,ltq_ratio,ltq_avg_2,ltq_avg_5,market_type,price_change,direction
BUY,2026-08-07 19:28:00,112.92223049543746,2026-08-07 21:50:00,112.70038789671287,-0.22184259872459222,0,0.04149139403948254,1.1694503303003865,1876.5,1604.6,bull,-0.012866410243276505,BUY
SELL,2026-08-07 12:08:00,102.22465306711595,2026-08-07 13:16:00,106.31510203770661,-4.090448970590657,0,-0.029401825176364582,0.7205240174672489,858.0,1190.8,bear,0.03443751646400983,SELL
SELL,2026-08-07 17:35:00,112.40627537211692,2026-08-07 19:07:00,113.654846358331,-1.2485709862140766,0,-0.0379042804234615,0.8435968329772526,1342.5,1591.4,sideways,0.4776578682756991,SELL
BUY,2026-08-07 09:44:00,101.85005106146038,2026-08-07 11:55:00,100.30678003674683,-1.5432710247135475,0,0.041543282198560405,0.8030654301906234,1247.0,1552.8,bull,0.36186068209872246,BUY
BUY,2026-08-07 14:08:00,99.68258722542195,2026-08-07 17:06:00,100.11670348120664,0.43411625578468716,1,0.013898740077564753,1.2666139240506329,1601.0,1264.0,sideways,0.7665915952504037,BUY
BUY,2026-08-07 20:11:00,99.39503996304032,2026-08-07 21:56:00,97.481607233259,-1.91343272978132,0,0.02250349510298122,0.7396053558844257,1049.5,1419.0,bull,-0.32516701598088105,BUY
SELL,2026-08-07 09:27:00,99.69446252201882,2026-08-07 09:34:00,100.46982650400706,-0.7753639819882352,0,-0.004036942286347767,1.178819217175023,1801.0,1527.8,bull,0.29201880528546553,SELL
SELL,2026-08-07 13:56:00,105.46702763379027,2026-08-07 14:29:00,109.86141068730845,-4.394383053518183,0,-0.050135435508636306,0.6890736528355165,1757.0,2549.8,sideways,-0.31519780613260195,SELL
SELL,2026-08-07 17:22:00,110.38609354399495,2026-08-07 20:33:00,109.33848176601253,1.0476117779824108,1,-0.1595946329889415,0.918520745640409,1833.0,1995.6,bear,-0.780925419870286,SELL
SELL,2026-08-07 22:03:00,108.29640773293654,2026-08-07 23:35:00,109.72544549428791,-1.429037761351367,0,-0.01756563446313919,0.7300478116954763,1191.0,1631.4,bear,-0.5444057604643859,SELL
SELL,2026-08-07 10:39:00,99.40618882560182,2026-08-07 10:55:00,100.8373314130806,-1.4311425874787886,0,-0.01380254241111345,1.3637522304358909,2140.0,1569.2,bull,-0.17069090837770773,SELL
SELL,2026-08-07 11:56:00,97.66339252278462,2026-08-07 13:51:00,100.54062368700528,-2.8772311642206603,0,-0.07096768725251934,1.0984467136487848,1527.5,1390.6,bear,-0.5813813430025334,SELL
SELL,2026-08-07 17:00:00,101.49400681327627,2026-08-07 18:27:00,105.22962464660515,-3.735617833328874,0,-0.03943232959517218,1.1104334098737085,1547.5,1393.6,bear,-0.15451003164292842,SELL
SELL,2026-08-07 22:09:00,104.69848809165718,2026-08-07 23:48:00,107.72965056431102,-3.0311624726538327,0,-0.010460305229457845,1.0512648173041672,1720.5,1636.6,bear,0.06300176656594658,SELL
BUY,2026-08-07 13:17:00,107.40089148913387,2026-08-07 17:17:00,111.13398994870182,3.7330984595679553,1,0.013718646065058238,0.8781625619904178,2089.5,2379.4,sideways,0.17513105857140943,BUY
BUY,2026-08-07 20:22:00,109.33010411675794,2026-08-07 21:29:00,106.56721556913426,-2.7628885476236746,0,0.000762466578493104,0.7992840390075299,1295.0,1620.2,bull,0.2100796284365316,BUY
BUY,2026-08-07 13:41:00,107.49631703176026,2026-08-07 17:14:00,110.50040825548047,3.0040912237202093,1,0.0012791668329441563,1.0051466803911477,1953.0,1943.0,sideways,0.8457979634040527,BUY
BUY,2026-08-07 18:59:00,113.34301745564291,2026-08-07 19:04:00,111.08113672258817,-2.2618807330547384,0,0.01841143568886139,1.1654526534859522,5824.0,4997.2,sideways,-0.2939447797583199,BUY
BUY,2026-08-07 19:29:00,114.34214772724117,2026-08-07 22:30:00,114.67657531406667,0.3344275868254982,1,0.003954074483473846,0.7620936780138213,1191.0,1562.8,bull,0.5083576487912467,BUY
BUY,2026-08-07 14:22:00,104.59163645467586,2026-08-07 17:18:00,107.35790104876484,2.7662645940889803,1,0.04172491631936737,0.6872550344641168,1017.0,1479.8,bull,0.6299388827768553,BUY
BUY,2026-08-07 19:46:00,110.88292589336399,2026-08-07 22:13:00,111.08725612753257,0.2043302341685802,1,0.13691137438533474,0.7574574127798854,2036.5,2688.6,bull,0.19663040568308077,BUY
BUY,2026-08-07 14:23:00,103.2748624640976,2026-08-07 17:20:00,104.51142628627706,1.2365638221794626,1,0.048523631769469944,0.8135711975854263,1509.5,1855.4,bull,0.2278710879673156,BUY
BUY,2026-08-07 19:45:00,107.16255772666605,2026-08-07 22:46:00,110.20320102077187,3.04064329410582,1,0.11146054704195762,0.6805422429138711,994.0,1460.6,bull,0.051840404735003176,BUY
BUY,2026-08-07 15:13:00,104.89516342650685,2026-08-07 16:48:00,102.09548929896673,-2.799674127540129,0,0.05144960302604318,1.0472972972972974,1689.5,1613.2,bull,0.24607964593212728,BUY
BUY,2026-08-07 19:34:00,104.44442854070772,2026-08-07 22:20:00,103.42581148186132,-1.0186170588464023,0,0.0903925998146633,0.8359864690080588,1680.5,2010.2,bull,0.7477115640684531,BUY
BUY,2026-08-07 09:30:00,100.92149977957538,2026-08-07 11:39:00,99.29721898722075,-1.6242807923546394,0,0.0366814417933341,0.9925544100801833,1733.0,1746.0,bull,0.20428261501093914,BUY
BUY,2026-08-07 14:52:00,96.68076368349055,2026-08-07 17:05:00,96.80942579844309,0.1286621149525331,1,0.014326674141841522,0.975180081428124,1245.5,1277.2,bull,0.7955167734471758,BUY
BUY,2026-08-07 19:05:00,99.20369641763455,2026-08-07 21:53:00,100.13970782511029,0.9360114074757462,1,0.0641613243676602,0.8991000346140533,1558.5,1733.4,sideways,0.55855072478208,BUY
SELL,2026-08-07 12:17:00,102.84412647978833,2026-08-07 15:22:00,102.3371929593975,0.506933520390831,1,-0.14740703521327703,0.4614576421145764,834.5,1808.4,bear,0.12718692245952923,SELL
SELL,2026-08-07 16:17:00,97.82010939319083,2026-08-08 00:11:00,82.12313881095815,15.69697058223268,1,-0.06841689165383968,0.9749352788891504,1657.0,1699.6,bear,-0.517346715445143,SELL
BUY,2026-08-07 14:31:00,103.198046460238,2026-08-07 16:53:00,103.96499474994692,0.766948289708921,1,0.049466771001334564,0.5621073231022763,1091.5,1941.8,bull,0.07389268040867591,BUY
BUY,2026-08-07 20:14:00,103.08939994910091,2026-08-07 21:43:00,100.45601747258317,-2.6333824765177383,0,0.01642361990539598,0.45809659090909094,774.0,1689.6,bull,-0.13685510584241456,BUY
BUY,2026-08-07 15:25:00,106.17528531416112,2026-08-07 16:25:00,102.51581098357794,-3.65947433058318,0,0.005077332766944664,1.3869971491922712,1751.5,1262.8,bull,-0.46814223581061754,BUY
BUY,2026-08-07 19:33:00,100.84475079246326,2026-08-07 21:47:00,101.13653831745717,0.29178752499390725,1,0.03936219469721891,1.3652134066509558,2085.5,1527.6,bull,-0.14209053713489084,BUY
BUY,2026-08-07 15:03:00,102.68130032128144,2026-08-07 16:50:00,100.5930331378392,-2.088267183442241,0,0.07714836585758178,0.9260041291291292,1973.5,2131.2,bull,0.06388246094056171,BUY
BUY,2026-08-07 20:30:00,95.4907068604104,2026-08-07 21:59:00,93.61691041891623,-1.8737964414941644,0,0.05784363535282466,1.6606966043450404,5702.5,3433.8,bull,-0.16429948080396173,BUY
BUY,2026-08-07 15:26:00,98.1781028508125,2026-08-07 16:12:00,93.5008542746244,-4.6772485761880915,0,0.03628671283576068,1.4479218649746917,4062.0,2805.4,bull,-0.31412047378509556,BUY
BUY,2026-08-07 19:55:00,90.72920106444137,2026-08-07 21:37:00,89.191629566242,-1.5375714981993696,0,0.02669963873375991,0.6186534216335541,1121.0,1812.0,bull,0.4626372223541182,BUY
SELL,2026-08-07 12:16:00,104.11659356948284,2026-08-07 13:54:00,107.60307678569903,-3.486483216216186,0,-0.007954776865119584,0.5679062247372676,1264.5,2226.6,bear,-0.17640404967038137,SELL
SELL,2026-08-07 17:08:00,111.89707436191877,2026-08-07 20:55:00,108.36528133604477,3.531793025873995,1,-0.008327659009395916,1.1331377098403166,1660.5,1465.4,bear,-0.21544059802373283,SELL
SELL,2026-08-07 21:58:00,103.99642529613938,2026-08-07 23:25:00,107.91173230746769,-3.9153070113283093,0,-0.02976922691075856,1.0962249208025343,1661.0,1515.2,bear,-0.5256999173396935,SELL
SELL,2026-08-07 12:24:00,103.33504527050043,2026-08-07 15:13:00,105.14963299249705,-1.8145877219966167,0,-0.07398765794297901,0.9381488178956534,2801.5,2986.2,bear,0.46422010684240433,SELL
SELL,2026-08-07 16:55:00,101.79898931833634,2026-08-07 19:28:00,102.12827066198535,-0.32928134364901496,0,-0.07213238778193443,0.9121872677730989,1473.0,1614.8,bear,-0.3169826203869377,SELL
SELL,2026-08-07 22:23:00,105.33724587557359,2026-08-07 23:05:00,109.06670625258099,-3.729460377007399,0,-0.040300667414044256,1.0227715064227325,1576.5,1541.4,bear,-0.006584342973937396,SELL
SELL,2026-08-07 12:22:00,104.66332241293674,2026-08-07 14:52:00,107.54992424834909,-2.8866018354123497,0,-0.08354794642698948,0.7037774883150717,1837.0,2610.2,bear,-0.8143249296252861,SELL
SELL,2026-08-07 17:16:00,108.44608832082498,2026-08-07 20:54:00,104.15655583607254,4.289532484752442,1,-0.009772559744419596,1.1374223602484472,1611.5,1416.8,bear,0.5207975615299603,SELL
SELL,2026-08-07 21:16:00,101.55804486231268,2026-08-07 23:59:00,101.01291627500115,0.5451285873115381,1,-0.03378682794036081,1.2168195718654433,1989.5,1635.0,bear,-0.186739694985377,SELL
SELL,2026-08-07 12:17:00,103.49097270309704,2026-08-07 14:26:00,105.56820421101362,-2.0772315079165793,0,-0.05231463361772626,1.2553757356269806,2218.5,1767.2,bear,-0.1780133659928822,SELL
SELL,2026-08-07 16:57:00,105.27295992957515,2026-08-07 20:05:00,105.64803919222364,-0.3750792626484838,0,-0.1487125637411566,1.3968076720966893,2126.5,1522.4,bear,-0.3373069384116292,SELL
SELL,2026-08-07 22:11:00,104.4699081302688,2026-08-07 23:40:00,106.63152209084997,-2.161613960581164,0,-0.01492545214563279,1.7286082903279505,4153.5,2402.8,bear,-0.20011908950695556,SELL
BUY,2026-08-07 14:52:00,102.50213264901959,2026-08-07 16:46:00,99.05257055116073,-3.449562097858859,0,0.10066375075572864,0.8317893065113816,1257.0,1511.2,bull,-0.4801191620147449,BUY
BUY,2026-08-07 19:54:00,98.8516592664478,2026-08-07 22:05:00,97.9524966862133,-0.8991625802345027,0,0.06007245628360636,0.8662959686591685,1371.0,1582.6,bull,-0.601530233294298,BUY
BUY,2026-08-07 14:49:00,105.36524958061267,2026-08-07 17:59:00,107.14959769527324,1.784348114660574,1,0.004537910025476322,1.146421845574388,1704.5,1486.8,bull,0.2030666621804187,BUY
BUY,2026-08-07 19:46:00,109.64076758197362,2026-08-07 22:09:00,111.54112027862865,1.900352696655034,1,0.0712642350210615,0.48678136802349975,928.0,1906.4,bull,-0.44754163023263516,BUY
SELL,2026-08-07 09:20:00,99.65018037935485,2026-08-07 09:29:00,100.55401358510454,-0.9038332057496916,0,-0.0012712066106104203,0.9487989886219975,1501.0,1582.0,bull,-0.6977808224845177,SELL
SELL,2026-08-07 12:15:00,103.01375853644117,2026-08-07 14:50:00,104.1298551180134,-1.1160965815722221,0,-0.09282753046127823,1.075217327243259,1459.5,1357.4,bear,-0.0790648230101425,SELL
SELL,2026-08-07 16:47:00,101.71323248233358,2026-08-07 19:30:00,101.11672331991848,0.5965091624151029,1,-0.06545825424613838,1.0436553391879853,1640.0,1571.4,bear,0.10892676388952793,SELL
SELL,2026-08-07 22:01:00,102.66970334363215,2026-08-07 23:36:00,104.48325997627506,-1.8135566326429142,0,-0.009016174503429397,1.483502538071066,4091.5,2758.0,bear,-0.17143454170694383,SELL
BUY,2026-08-07 15:09:00,101.62377708334131,2026-08-07 17:10:00,98.89794623339522,-2.7258308499460924,0,0.1490667694250476,1.1748737373737375,1861.0,1584.0,bull,0.16852679151890015,BUY
BUY,2026-08-07 19:19:00,100.36375974753527,2026-08-07 21:48:00,99.79117421941964,-0.5725855281156242,0,0.038824226009850804,0.8909668313338038,1767.5,1983.8,bull,0.6418932991555266,BUY
BUY,2026-08-07 13:30:00,104.30663906499926,2026-08-07 16:37:00,101.97246349031062,-2.3341755746886435,0,0.049493442905117035,0.7905180506955705,1852.5,2343.4,sideways,-0.12114569496674221,BUY
BUY,2026-08-07 19:25:00,100.63194742938454,2026-08-07 22:02:00,101.94116425670575,1.3092168273212081,1,0.054397614433469244,0.6346481962950926,3124.5,4923.2,bull,0.1653977894797123,BUY
BUY,2026-08-07 14:57:00,101.80859639972205,2026-08-07 16:52:00,101.55264621753102,-0.25595018219102883,0,0.0005765106004673726,0.7531210986267166,1206.5,1602.0,bull,-0.058203271372704535,BUY
BUY,2026-08-07 19:26:00,101.34434640127748,2026-08-07 21:45:00,99.24023811084741,-2.1041082904300623,0,0.010928300624144072,1.0919001289415073,1863.0,1706.2,bull,0.547414864348724,BUY
BUY,2026-08-07 14:20:00,107.19392923642079,2026-08-07 17:19:00,109.24150369221405,2.047574455793267,1,0.09428358837033102,1.600252206809584,5076.0,3172.0,bull,0.6502060372692,BUY
BUY,2026-08-07 19:36:00,112.07896572020876,2026-08-07 22:38:00,114.05146489848094,1.9724991782721872,1,0.001980894347113349,1.3457709608435957,3650.0,2712.2,bull,0.20962326149323474,BUY
BUY,2026-08-07 09:23:00,100.77265102054585,2026-08-07 12:02:00,102.7340853401982,1.961434319652355,1,0.02141817919356015,1.099647848574887,1998.5,1817.4,bull,0.18041949500864973,BUY
BUY,2026-08-07 15:36:00,98.56730943272552,2026-08-07 16:57:00,94.75741702030366,-3.80989241242186,0,0.10929720967244805,1.3779277720087688,2388.5,1733.4,bull,0.5554730683959974,BUY
BUY,2026-08-07 19:59:00,96.11597390571087,2026-08-07 22:36:00,97.21914939418487,1.103175488473994,1,0.10418599551388752,1.0346229812942953,1781.0,1721.4,bull,0.6306420362835183,BUY
BUY,2026-08-07 09:40:00,102.13418916707727,2026-08-07 12:02:00,102.44401025952953,0.3098210924522675,1,0.04743436271010637,0.8293033096569442,1097.5,1323.4,bull,0.2067494172004558,BUY
BUY,2026-08-07 14:01:00,104.14295397410723,2026-08-07 17:16:00,106.1586301995329,2.015676225425665,1,0.05936528979135858,1.4156270165627016,2632.5,1859.6,sideways,0.26155843577174664,BUY
BUY,2026-08-07 20:30:00,106.53809324190033,2026-08-07 21:37:00,102.15852362696096,-4.379569614939371,0,0.008568783930940072,0.42915819783197834,1013.5,2361.6,bull,-0.10616648509925142,BUY
BUY,2026-08-07 09:29:00,101.37692182500973,2026-08-07 12:34:00,103.46951795939012,2.0925961343803863,1,0.05676488667623403,0.9067956179390619,1059.5,1168.4,bull,0.45898294127549377,BUY
BUY,2026-08-07 13:37:00,107.01323243834226,2026-08-07 17:18:00,108.84691787525858,1.8336854369163262,1,0.0408830481983955,0.7150782203483858,1289.0,1802.6,sideways,0.06481594673216762,BUY
BUY,2026-08-07 20:20:00,107.33184235195188,2026-08-07 21:23:00,104.48667687951549,-2.845165472436392,0,0.02399713864150499,0.7982497634815515,1350.0,1691.2,bull,-0.419778713226691,BUY
BUY,2026-08-07 14:42:00,101.01308173937987,2026-08-07 17:10:00,100.61444735787065,-0.3986343815092255,0,0.0005006501403101993,0.8503109586103367,793.0,932.6,bull,-0.7411064862223498,BUY
BUY,2026-08-07 20:02:00,98.69170646302574,2026-08-07 21:47:00,94.37876738779167,-4.31293907523407,0,0.08521668622974232,0.8150359765596025,2197.5,2696.2,bull,0.1912958963056468,BUY
BUY,2026-08-07 14:38:00,100.84049790849588,2026-08-07 16:59:00,101.2405270797689,0.40002917127301885,1,0.020515384826708782,1.3465601478938334,2039.5,1514.6,bull,0.16832842172350126,BUY
BUY,2026-08-07 18:43:00,104.49380057225811,2026-08-07 18:57:00,100.45427366601741,-4.039526906240695,0,0.012539237456820729,0.9803061712645511,1229.5,1254.2,sideways,-0.1373405994962269,BUY
BUY,2026-08-07 15:12:00,100.77266460588277,2026-08-07 17:06:00,98.99763317772297,-1.7750314281597923,0,0.0012181105891642119,1.4111829593001142,2968.0,2103.2,bull,-0.0509028582281843,BUY
BUY,2026-08-07 19:57:00,99.88486680370853,2026-08-07 21:48:00,98.9765068321854,-0.9083599715231401,0,0.0353988375428429,0.7583188477775019,3664.5,4832.4,bull,0.5287985351880167,BUY
SELL,2026-08-07 12:12:00,101.82466084528194,2026-08-07 14:53:00,102.98526012618728,-1.1605992809053447,0,-0.08811868280905344,0.7756832601268911,1271.5,1639.2,bear,-0.18629266371139863,SELL
SELL,2026-08-07 17:05:00,101.46312082204844,2026-08-07 19:10:00,103.28556432638844,-1.8224435043400007,0,-0.06894509885378852,0.7912457912457912,846.0,1069.2,bear,-0.21264025134385633,SELL
SELL,2026-08-07 21:55:00,102.69341529373277,2026-08-07 23:44:00,104.96981401648486,-2.2763987227520914,0,-0.029043581093233684,0.9894688644688645,1080.5,1092.0,bear,-0.6230591835830239,SELL
BUY,2026-08-07 14:49:00,100.23834018802987,2026-08-07 17:53:00,101.47880532436233,1.2404651363324604,1,0.11760579864657927,1.1445317531882004,1777.0,1552.6,bull,-0.10180108705510804,BUY
BUY,2026-08-07 18:40:00,105.29031649164965,2026-08-07 18:53:00,101.96641711872837,-3.323899372921275,0,0.04466854194993175,1.1905674846625767,1863.0,1564.8,sideways,-0.32655359734475553,BUY
BUY,2026-08-07 19:31:00,105.77364457681918,2026-08-07 21:44:00,103.46388426346361,-2.309760313355568,0,0.013653378003084526,0.6587136929460581,2095.5,3181.2,bull,0.675193720214466,BUY
BUY,2026-08-07 14:44:00,101.15128691819828,2026-08-07 17:15:00,101.49769069118096,0.34640377298268277,1,0.04574723851325757,1.8430121250797702,2888.0,1567.0,bull,0.027512099037309667,BUY
BUY,2026-08-07 19:36:00,104.967930252223,2026-08-07 21:42:00,103.5776839458942,-1.3902463063288053,0,0.005676338421977789,0.5941136208076659,1736.0,2922.0,bull,-0.5693837665484409,BUY
BUY,2026-08-07 13:10:00,108.35897083892434,2026-08-07 13:25:00,106.23311046797731,-2.1258603709470236,0,0.013482161306669127,1.0599723596159443,2914.5,2749.6,sideways,0.13476490638157657,BUY
BUY,2026-08-07 13:43:00,109.92633998480515,2026-08-07 17:22:00,112.32806844207028,2.401728457265122,1,0.07971123071531849,0.7853573756245926,2169.0,2761.8,sideways,0.5257487351243526,BUY
BUY,2026-08-07 18:57:00,115.31447165297055,2026-08-07 22:03:00,117.34142902177355,2.0269573688029965,1,0.05141376847883805,1.0230689176688252,1769.5,1729.6,sideways,0.1324880621950939,BUY
BUY,2026-08-08 00:03:00,119.94335802977284,2026-08-08 00:14:00,118.87815023548835,-1.0652077942844898,0,0.019668808644524916,0.5614135081219721,1576.0,2807.2,bull,-0.03861343121185712,BUY
BUY,2026-08-07 14:06:00,106.51630271056818,2026-08-07 16:46:00,108.94133834643667,2.4250356358684826,1,0.01704029034249288,0.9512997833694384,2283.5,2400.4,sideways,0.23752451087105442,BUY
BUY,2026-08-07 20:03:00,109.43780945837251,2026-08-07 22:20:00,108.1594228290048,-1.2783866293677164,0,0.0037975863085080164,1.262592788971368,1905.0,1508.8,bull,0.7955363853637465,BUY
SELL,2026-08-07 09:24:00,99.85322318971586,2026-08-07 09:25:00,100.11197706743737,-0.25875387772150304,0,-0.003726701895914175,0.3816859075073434,1117.5,2927.8,bull,-0.24435275197480166,SELL
SELL,2026-08-07 11:26:00,98.0764674091602,2026-08-07 15:29:00,90.92432196148553,7.15214544767467,1,-0.03927485860339175,0.2801258992805755,623.0,2224.0,bear,-0.1574011230982535,SELL
SELL,2026-08-07 17:06:00,87.22047258551483,2026-08-07 19:39:00,89.91711293978864,-2.6966403542738107,0,-0.03463850750775066,1.090351917754053,2206.0,2023.2,bear,-0.07683543244232283,SELL
SELL,2026-08-07 21:51:00,88.01435059940503,2026-08-07 23:48:00,89.98128537967335,-1.9669347802683177,0,-0.13165205843706929,1.354334438654666,2859.0,2111.0,bear,0.11899752195805036,SELL
SELL,2026-08-07 12:07:00,102.47854668420514,2026-08-07 14:39:00,105.30925814233332,-2.830711458128178,0,-0.0264673100029853,1.1253207184092366,1403.5,1247.2,bear,-0.14093600537229634,SELL
SELL,2026-08-07 17:12:00,107.21747330986025,2026-08-07 18:59:00,108.04524901283393,-0.8277757029736819,0,-0.0008902749955552736,0.7690980211688909,2005.5,2607.6,bear,0.20169396155316122,SELL
SELL,2026-08-07 22:23:00,112.97797640237098,2026-08-07 23:11:00,116.4600650296492,-3.482088627278216,0,-0.07623940542040941,0.709894401851584,1963.0,2765.2,bear,-0.07182338334797578,SELL
SELL,2026-08-07 11:49:00,101.83000421185974,2026-08-07 14:46:00,102.99381370049421,-1.1638094886344703,0,-0.036944981666763965,1.020917246429879,2230.5,2184.8,bear,0.2587284258160736,SELL
SELL,2026-08-07 17:48:00,103.48460408587252,2026-08-07 17:57:00,105.88702109509438,-2.402417009221864,0,-0.0001888967480425663,0.8021327014218009,1015.5,1266.0,sideways,-0.2873938411401298,SELL
SELL,2026-08-07 18:18:00,104.05193427783026,2026-08-07 18:36:00,106.22553642968785,-2.173602151857594,0,-0.03438958434918504,0.9396732531184457,1702.5,1811.8,sideways,0.39940221573246504,SELL
BUY,2026-08-07 09:23:00,100.03228591493152,2026-08-07 12:00:00,103.43278708216444,3.4005011672329175,1,0.0013067379405242718,1.2972470238095237,1743.5,1344.0,bull,-0.18554397030334258,BUY
BUY,2026-08-07 14:58:00,102.36487152860492,2026-08-07 17:12:00,99.92434674508071,-2.4405247835242108,0,0.07428638996745462,0.730272413352091,2284.0,3127.6,bull,0.20115030191188055,BUY
BUY,2026-08-07 19:17:00,102.86454439323606,2026-08-07 22:22:00,104.65371864712014,1.7891742538840845,1,0.02431808413528813,1.299732883452833,1849.0,1422.6,bull,0.05186833370554211,BUY
SELL,2026-08-07 09:47:00,98.74512328844672,2026-08-07 09:53:00,100.61055307638944,-1.8654297879427162,0,-0.004245363874929353,1.386958450391838,1876.0,1352.6,bull,0.25896266651552935,SELL
SELL,2026-08-07 12:02:00,100.4974317097782,2026-08-07 13:15:00,105.34684339608447,-4.849411686306269,0,-0.003509328728242167,0.5899623310436516,1597.5,2707.8,bear,-0.4409349003316265,SELL
SELL,2026-08-07 14:16:00,101.55462077687329,2026-08-07 14:25:00,103.03147191503511,-1.4768511381618197,0,-0.020412074829536664,1.3042891826274616,1934.0,1482.8,bull,0.3890847101373396,SELL
SELL,2026-08-07 17:38:00,104.3982813348662,2026-08-07 18:25:00,107.95676172016441,-3.5584803852982105,0,-0.0894374721965221,0.5401108755910647,662.5,1226.6,sideways,-0.2235127590094521,SELL
SELL,2026-08-07 22:21:00,110.95712849112005,2026-08-07 23:13:00,112.48467501509637,-1.5275465239763264,0,-0.01546757021510814,0.8504665506879646,1075.5,1264.6,bear,0.28991109786680624,SELL
BUY,2026-08-07 14:32:00,105.85322922782971,2026-08-07 17:14:00,107.91381029688651,2.060581069056795,1,0.058421988787685564,1.0436602870813398,2268.5,2173.6,bull,0.21061098717109417,BUY
BUY,2026-08-07 20:46:00,106.00522227823973,2026-08-07 21:19:00,103.5444221596376,-2.4608001186021227,0,0.045238340237332864,1.1127019089574155,1515.5,1362.0,bull,0.02362573551084779,BUY
BUY,2026-08-07 15:34:00,99.68055480837576,2026-08-07 16:45:00,95.58715272125878,-4.093402087116985,0,0.026161170635418785,0.7144921552436003,1730.5,2422.0,bull,0.5437763731786589,BUY
BUY,2026-08-07 19:59:00,94.3888259203045,2026-08-07 21:56:00,92.84220470859714,-1.546621211707361,0,0.01619812219338712,0.7116733840871772,953.5,1339.8,bull,0.4025655415849059,BUY
BUY,2026-08-07 14:55:00,91.22957693499869,2026-08-07 17:02:00,90.87937122306714,-0.3502057119315509,0,0.04946702836278405,0.5046948356807511,1462.0,2896.8,bull,-0.019893440340837287,BUY
BUY,2026-08-07 18:53:00,91.32252478876904,2026-08-07 22:11:00,92.6231688428418,1.3006440540727624,1,0.030681794456057787,0.5472433211105291,1671.5,3054.4,sideways,0.11091646483468764,BUY
BUY,2026-08-07 13:42:00,107.8877622752837,2026-08-07 17:18:00,113.53190839977778,5.644146124494071,1,0.07855463182103506,0.7473351099267155,2243.5,3002.0,sideways,0.24720284285002947,BUY
BUY,2026-08-07 20:30:00,113.42136022366502,2026-08-07 21:35:00,110.61020907519807,-2.811151148466948,0,0.039895297095768,0.36019373045534286,944.5,2622.2,bull,0.08753592410859312,BUY
BUY,2026-08-07 14:30:00,107.42262029296327,2026-08-07 17:13:00,107.54559418313623,0.12297389017295757,1,0.051083580060137024,1.2322291235334712,1785.5,1449.0,bull,0.4825361363428726,BUY
BUY,2026-08-07 17:45:00,111.73036384406181,2026-08-07 22:20:00,118.17019830475613,6.439834460694314,1,0.06582447990150797,1.195256660168941,1839.5,1539.0,sideways,-0.16284443441591634,BUY
SELL,2026-08-07 12:10:00,102.31332349560923,2026-08-07 14:39:00,105.51033051523778,-3.1970070196285576,0,-0.04692891003004718,0.9435131918270184,1902.5,2016.4,bear,-0.11572736664322747,SELL
SELL,2026-08-07 16:47:00,103.45504575325786,2026-08-07 19:00:00,104.27385302186256,-0.8188072686047008,0,-0.018297752235525877,0.8221590909090909,2170.5,2640.0,bear,0.1770161746993466,SELL
